name,full_location_name,country,country_clean,state_province,region_detail,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active,nearest_city,nearest_city_distance_km,hotellook_city_id,hotellook_city_name,hotellook_city_distance_km
Bronte Reef,"Bronte Reef, NSW, Sydney South","Australia, NSW, Sydney South",Australia,NSW,Sydney South,-33.90381459,151.2699258,Australia/Sydney,intermediate,advanced,RSE,Oceania,bronte-reef-nsw-sydney-south-australia,TRUE,,,,,
Bronze Beach,"Bronze Beach, Durban","South Africa, Durban",South Africa,,Durban,-29.718051,31.09400153,Africa/Johannesburg,intermediate,advanced,VIR,Africa,bronze-beach-durban-south-africa,TRUE,,,,,
Brookings Sporthaven Beach,"Brookings Sporthaven Beach, North West, Oregon South","USA, North West, Oregon South",USA,North West,Oregon South,42.04387492,-124.2695332,America/Los_Angeles,beginner,intermediate,BOK,North America,brookings-sporthaven-beach-north-west-oregon-south-usa,TRUE,Curry County,0,,,
Brooks Street,"Brooks Street, California, Orange County","USA, California, Orange County",USA,California,Orange County,33.53286102,-117.7773428,America/Los_Angeles,intermediate,advanced,SNA,North America,brooks-street-california-orange-county-usa,TRUE,Laguna Beach,0,17201,Laguna Beach,1.2
Brou Beach,"Brou Beach, NSW, Far South","Australia, NSW, Far South",Australia,NSW,Far South,-36.10577444,150.1373792,Australia/Sydney,beginner,intermediate,MYA,Oceania,brou-beach-nsw-far-south-australia,TRUE,,,,,
Broulee North,"Broulee North, NSW, Far South","Australia, NSW, Far South",Australia,NSW,Far South,-35.84690002,150.1790714,Australia/Sydney,beginner,intermediate,MYA,Oceania,broulee-north-nsw-far-south-australia,TRUE,,,,,
Broulee South beach,"Broulee South beach, NSW, Far South","Australia, NSW, Far South",Australia,NSW,Far South,-35.85879612,150.1799297,Australia/Sydney,beginner,intermediate,MYA,Oceania,broulee-south-beach-nsw-far-south-australia,TRUE,Eurobodalla Shire Council,0,,,
Browns Bay Bar,"Browns Bay Bar, New Zealand NI, NE Coast","New Zealand, New Zealand NI, NE Coast",New Zealand,New Zealand NI,NE Coast,-36.7172577,174.7500211,Pacific/Auckland,intermediate,advanced,MHB,Oceania,browns-bay-bar-new-zealand-ni-ne-coast-new-zealand,TRUE,Hibiscus and Bays,0,,,
Browns Beach,"Browns Beach, SA, East","Australia, SA, East",Australia,SA,East,-38.04971324,140.7853317,Australia/Sydney,beginner,intermediate,MGB,Oceania,browns-beach-sa-east-australia,TRUE,,,,,
Bruce's Beauties,"Bruce's Beauties, South J Bay","South Africa, South J Bay",South Africa,,South J Bay,-34.17531108,24.84146118,Africa/Johannesburg,advanced,advanced,PLZ,Africa,bruce-s-beauties-south-j-bay-south-africa,TRUE,,,,,
Brunswick Heads North,"Brunswick Heads North, NSW, North","Australia, NSW, North",Australia,NSW,North,-28.53650072,153.5572815,Australia/Sydney,beginner,intermediate,BNK,Oceania,brunswick-heads-north-nsw-north-australia,TRUE,,,,,
Brusand,Brusand,Norway,Norway,,,58.53632452,5.7396698,UTC,intermediate,advanced,SVG,Europe,brusand-norway,TRUE,Hå,0,9206,Stranda,53.7
Buarcos,"Buarcos, North Beira","Portugal, North Beira",Portugal,,North Beira,40.16331325,-8.880300522,Europe/Lisbon,intermediate,advanced,VSE,Europe,buarcos-north-beira-portugal,TRUE,,,,,
Buccaneer,"Buccaneer, South East, North Florida","USA, South East, North Florida",USA,South East,North Florida,28.1780728,-80.58977008,America/Los_Angeles,beginner,intermediate,COF,North America,buccaneer-south-east-north-florida-usa,TRUE,Brevard County,0,,,
Buchupureo,"Buchupureo, Sur","Chile, Sur",Chile,,Sur,-36.07735943,-72.7988863,UTC,intermediate,advanced,CCP,South America,buchupureo-sur-chile,TRUE,,,,,
Bud Bud,"Bud Bud, Vendee","France, Vendee",France,,Vendee,46.3945423,-1.511650085,Europe/Paris,beginner,intermediate,LSO,Europe,bud-bud-vendee-france,TRUE,,,,,
Buffalo Bay (Murpheys),"Buffalo Bay (Murpheys), South George","South Africa, South George",South Africa,,South George,-34.08444973,22.97564149,Africa/Johannesburg,intermediate,advanced,PBZ,Africa,buffalo-bay-murpheys-south-george-south-africa,TRUE,,,,,
Buffalo Bay (Point),"Buffalo Bay (Point), South George","South Africa, South George",South Africa,,South George,-34.08894581,22.97764778,Africa/Johannesburg,intermediate,advanced,PBZ,Africa,buffalo-bay-point-south-george-south-africa,TRUE,,,,,
Buffalo Bay beachbreak,"Buffalo Bay beachbreak, South George","South Africa, South George",South Africa,,South George,-34.08605804,22.97494411,Africa/Johannesburg,beginner,intermediate,PBZ,Africa,buffalo-bay-beachbreak-south-george-south-africa,TRUE,George,0,698,George,49.2
Buffels Bay,"Buffels Bay, Cape Town","South Africa, Cape Town",South Africa,,Cape Town,-34.32424639,18.46600056,Africa/Johannesburg,intermediate,advanced,CPT,Africa,buffels-bay-cape-town-south-africa,TRUE,,,,,
Buggerru,"Buggerru, Sicily Sardinia","Italy, Sicily Sardinia",Italy,,Sicily Sardinia,39.40449926,8.401322365,UTC,intermediate,advanced,DCI,Europe,buggerru-sicily-sardinia-italy,TRUE,,,,,
Bugs,"Bugs, NSW, Central","Australia, NSW, Central",Australia,NSW,Central,-33.51792677,151.4034462,Australia/Sydney,beginner,intermediate,LBH,Oceania,bugs-nsw-central-australia,TRUE,Gosford,0,5303,Gosford,9.1
Bulli,"Bulli, NSW, Coal Coast","Australia, NSW, Coal Coast",Australia,NSW,Coal Coast,-34.34021152,150.9252405,Australia/Sydney,beginner,intermediate,WOL,Oceania,bulli-nsw-coal-coast-australia,TRUE,Wollongong City Council,0,,,
Bullies,"Bullies, NSW, North","Australia, NSW, North",Australia,NSW,North,-28.63471489,153.6361438,Australia/Sydney,beginner,intermediate,BNK,Oceania,bullies-nsw-north-australia,TRUE,Byron Shire Council,0,,,
Bullies,"Bullies, SA, York Peninsula","Australia, SA, York Peninsula",Australia,SA,York Peninsula,-35.53643446,138.6696482,Australia/Sydney,beginner,intermediate,ADL,Oceania,bullies-sa-york-peninsula-australia,TRUE,Alexandrina Council,0,,,
Bumboras,"Bumboras, Norfolk Island","Australia, Norfolk Island",Australia,,Norfolk Island,-29.05866437,167.9458952,Australia/Sydney,intermediate,advanced,NLK,Oceania,bumboras-norfolk-island-australia,TRUE,,,,,
Bunbury - Ammos,"Bunbury - Ammos, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.32219572,115.630272,Australia/Sydney,beginner,intermediate,BUY,Oceania,bunbury-ammos-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bunbury - Bay,"Bunbury - Bay, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.32705011,115.6289792,Australia/Sydney,beginner,intermediate,BUY,Oceania,bunbury-bay-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bunbury - BP Reef,"Bunbury - BP Reef, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.31315857,115.6345528,Australia/Sydney,intermediate,advanced,BUY,Oceania,bunbury-bp-reef-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bunbury - Clam,"Bunbury - Clam, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.33054618,115.6276596,Australia/Sydney,beginner,intermediate,BUY,Oceania,bunbury-clam-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bunbury - Cut,"Bunbury - Cut, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.30216122,115.666852,Australia/Sydney,intermediate,advanced,BUY,Oceania,bunbury-cut-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bunbury - Dalyellup Beach,"Bunbury - Dalyellup Beach, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.39812717,115.5996037,Australia/Sydney,beginner,intermediate,BUY,Oceania,bunbury-dalyellup-beach-wa-perth-south-australia,TRUE,Shire Of Capel,0,,,
Bunbury - Fragles,"Bunbury - Fragles, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.30856344,115.6364679,Australia/Sydney,beginner,intermediate,BUY,Oceania,bunbury-fragles-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bunbury - Sidies,"Bunbury - Sidies, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.32372871,115.6295532,Australia/Sydney,beginner,intermediate,BUY,Oceania,bunbury-sidies-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bunbury - Surf Club (Backbeach),"Bunbury - Surf Club (Backbeach), WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.30862172,115.6365967,Australia/Sydney,beginner,intermediate,BUY,Oceania,bunbury-surf-club-backbeach-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bunbury - The Groyne,"Bunbury - The Groyne, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.30878311,115.6358188,Australia/Sydney,beginner,intermediate,BUY,Oceania,bunbury-the-groyne-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bunbury - The Wall,"Bunbury - The Wall, WA, Perth South","Australia, WA, Perth South",Australia,WA,Perth South,-33.30129141,115.646376,Australia/Sydney,intermediate,advanced,BUY,Oceania,bunbury-the-wall-wa-perth-south-australia,TRUE,Bunbury,0,5143,Bunbury,3.4
Bundaberg,"Bundaberg, QLD, North West","Australia, QLD, North West",Australia,QLD,North West,-24.7889456,152.438339,Australia/Sydney,beginner,intermediate,BDB,Oceania,bundaberg-qld-north-west-australia,TRUE,Bundaberg,0,5144,Bundaberg,12.9
Bundoran,"Bundoran, North West","Ireland, North West",Ireland,,North West,54.48110918,-8.284549713,UTC,intermediate,advanced,SXL,Europe,bundoran-north-west-ireland,TRUE,County Donegal,0,6063,Westport,79.8
Bunga Head,"Bunga Head, NSW, Far South","Australia, NSW, Far South",Australia,NSW,Far South,-36.54398837,150.0585383,Australia/Sydney,beginner,intermediate,MIM,Oceania,bunga-head-nsw-far-south-australia,TRUE,Bega Valley Shire Council,0,,,
Bungan,"Bungan, NSW, Sydney North","Australia, NSW, Sydney North",Australia,NSW,Sydney North,-33.66613958,151.3205338,Australia/Sydney,beginner,intermediate,LBH,Oceania,bungan-nsw-sydney-north-australia,TRUE,,,,,
Bunker,Bunker,Denmark,Denmark,,,57.03885029,8.467133045,UTC,intermediate,advanced,TED,Europe,bunker-denmark,TRUE,,,,,
Bunker Bay - Bommie,"Bunker Bay - Bommie, WA, Margaret River North","Australia, WA, Margaret River North",Australia,WA,Margaret River North,-33.54132313,115.0403309,Australia/Sydney,intermediate,advanced,BQB,Oceania,bunker-bay-bommie-wa-margaret-river-north-australia,TRUE,City Of Busselton,0,,,
Bunker bay - Boneyards,"Bunker bay - Boneyards, WA, Margaret River North","Australia, WA, Margaret River North",Australia,WA,Margaret River North,-33.54482846,115.0460815,Australia/Sydney,advanced,advanced,BQB,Oceania,bunker-bay-boneyards-wa-margaret-river-north-australia,TRUE,City Of Busselton,0,,,
Bunkers,"Bunkers, California, Humboldt","USA, California, Humboldt",USA,California,Humboldt,40.77428968,-124.2254966,America/Los_Angeles,intermediate,advanced,EKA,North America,bunkers-california-humboldt-usa,TRUE,Humboldt County,0,,,
Bunmahon,"Bunmahon, South East","Ireland, South East",Ireland,,South East,52.13788702,-7.366762161,UTC,beginner,intermediate,WAT,Europe,bunmahon-south-east-ireland,TRUE,,,,,
Buraco,Buraco,Angola,Angola,,,-9.027636213,13.00186872,UTC,intermediate,advanced,LAD,Other,buraco-angola,TRUE,,,,,
Bureh Beach,Bureh Beach,Sierra Leone,Sierra Leone,,,8.209409025,-13.15896034,UTC,beginner,intermediate,HGS,Other,bureh-beach-sierra-leone,TRUE,Waterloo,0,1526981,Ricketts,14.8
Burgau,"Burgau, Algarve","Portugal, Algarve",Portugal,,Algarve,37.07018517,-8.776166439,Europe/Lisbon,beginner,intermediate,PRM,Europe,burgau-algarve-portugal,TRUE,,,,,
Burger,"Burger, Mentawai","Indonesia, Mentawai",Indonesia,,Mentawai,-1.839979451,99.15135384,Asia/Jakarta,advanced,advanced,RKI,Asia,burger-mentawai-indonesia,TRUE,,,,,
Burgess creek,"Burgess creek, QLD, Sunshine Coast","Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.42465645,153.109417,Australia/Sydney,beginner,intermediate,NSV,Oceania,burgess-creek-qld-sunshine-coast-australia,TRUE,,,,,
Buritaca,"Buritaca, Caribbean","Colombia, Caribbean",Colombia,,Caribbean,11.26487527,-73.77021074,UTC,beginner,intermediate,SMR,Other,buritaca-caribbean-colombia,TRUE,,,,,
Burleigh heads,"Burleigh heads, QLD, Gold Coast","Australia, QLD, Gold Coast",Australia,QLD,Gold Coast,-28.08841317,153.4539413,Australia/Sydney,intermediate,advanced,OOL,Oceania,burleigh-heads-qld-gold-coast-australia,TRUE,,,,,
Burleigh Heads - 5th Ave,"Burleigh Heads - 5th Ave, QLD, Gold Coast","Australia, QLD, Gold Coast",Australia,QLD,Gold Coast,-28.07814292,153.4491134,Australia/Sydney,intermediate,advanced,OOL,Oceania,burleigh-heads-5th-ave-qld-gold-coast-australia,TRUE,,,,,
Burnout,"Burnout, California, LA County","USA, California, LA County",USA,California,LA County,33.81574208,-118.3915472,America/Los_Angeles,intermediate,advanced,TOA,North America,burnout-california-la-county-usa,TRUE,Redondo Beach,0,17346,Redondo Beach,3.7
Burns Beach Reefy,"Burns Beach Reefy, WA, Perth North","Australia, WA, Perth North",Australia,WA,Perth North,-31.73224385,115.718734,Australia/Sydney,intermediate,advanced,PER,Oceania,burns-beach-reefy-wa-perth-north-australia,TRUE,,,,,
Burrinho,"Burrinho, South","Portugal, South",Portugal,,South,37.89605633,-8.799147606,Europe/Lisbon,intermediate,advanced,BYJ,Europe,burrinho-south-portugal,TRUE,,,,,
Busan,Busan,South Korea,South Korea,,,35.15814826,129.1606566,UTC,beginner,intermediate,PUS,Other,busan-south-korea,TRUE,Busan,0,5755,Busan,12.6
Bushrangers bay,"Bushrangers bay, VIC, Melbourne East","Australia, VIC, Melbourne East",Australia,VIC,Melbourne East,-38.49229419,144.9117279,Australia/Sydney,beginner,intermediate,MBW,Oceania,bushrangers-bay-vic-melbourne-east-australia,TRUE,,,,,
Busua Beach,Busua Beach,Ghana,Ghana,,,4.808010281,-1.933976557,UTC,beginner,intermediate,TKD,Other,busua-beach-ghana,TRUE,,,,,
Butor,Butor,Reunion,Reunion,,,-21.03885949,55.72260596,UTC,intermediate,advanced,RUN,Other,butor-reunion,TRUE,Saint-Benoît,0,,,
Butterbox,"Butterbox, NSW, Sydney North","Australia, NSW, Sydney North",Australia,NSW,Sydney North,-33.74507507,151.3169718,Australia/Sydney,intermediate,advanced,RSE,Oceania,butterbox-nsw-sydney-north-australia,TRUE,,,,,
Bybergsanden,Bybergsanden,Norway,Norway,,,58.83360294,5.553460121,UTC,beginner,intermediate,SVG,Europe,bybergsanden-norway,TRUE,Sola,0,9194,Sola,8.4
Byron Bay - The Wreck,"Byron Bay - The Wreck, NSW, North","Australia, NSW, North",Australia,NSW,North,-28.63824607,153.6089516,Australia/Sydney,beginner,intermediate,BNK,Oceania,byron-bay-the-wreck-nsw-north-australia,TRUE,Byron Shire Council,0,,,
Bønnerup Øst mole,Bønnerup Øst mole,Denmark,Denmark,,,56.53557722,10.71484566,UTC,beginner,intermediate,AAR,Europe,bonnerup-ost-mole-denmark,TRUE,,,,,
Caballeros,"Caballeros, Lima","Peru, Lima",Peru,,Lima,-12.32490881,-76.83820724,UTC,intermediate,advanced,LIM,South America,caballeros-lima-peru,TRUE,,,,,
Caballos,Caballos,Puerto Rico,Puerto Rico,,,18.46186186,-66.00465775,UTC,intermediate,advanced,SJU,Other,caballos-puerto-rico,TRUE,Río Piedras,0,,,
Cabarete,Cabarete,Dominican Republic,Dominican Republic,,,19.74279286,-70.39215088,UTC,intermediate,advanced,POP,Other,cabarete-dominican-republic,TRUE,Sosúa,0,12074,Sosua,13.3
Cabarita,"Cabarita, NSW, North","Australia, NSW, North",Australia,NSW,North,-28.33365959,153.5743833,Australia/Sydney,beginner,intermediate,OOL,Oceania,cabarita-nsw-north-australia,TRUE,,,,,
Cabedelo,"Cabedelo, North Beira","Portugal, North Beira",Portugal,,North Beira,40.14002389,-8.863220215,Europe/Lisbon,intermediate,advanced,VSE,Europe,cabedelo-north-beira-portugal,TRUE,,,,,
Cabedelo (o Point-Break),"Cabedelo (o Point-Break), North Beira","Portugal, North Beira",Portugal,,North Beira,40.13949897,-8.86952877,Europe/Lisbon,intermediate,advanced,VSE,Europe,cabedelo-o-point-break-north-beira-portugal,TRUE,,,,,
Cabedelo do douro,"Cabedelo do douro, North Porto","Portugal, North Porto",Portugal,,North Porto,41.13943019,-8.668341637,Europe/Lisbon,beginner,intermediate,OPO,Europe,cabedelo-do-douro-north-porto-portugal,TRUE,Senhora da Hora,0,4744,Cascais,4.4
cabgo,cabgo,Angola,Angola,,,-5.414333333,12.20504722,UTC,beginner,intermediate,CAB,Other,cabgo-angola,TRUE,Cabinda,0,24371,Soyo,81.9
Cable Beach,"Cable Beach, WA, North West","Australia, WA, North West",Australia,WA,North West,-17.93006915,122.2091675,Australia/Sydney,beginner,intermediate,BME,Oceania,cable-beach-wa-north-west-australia,TRUE,Broome,0,5139,Broome,4.8
Cabo Blanco,"Cabo Blanco, North","Peru, North",Peru,,North,-4.250337332,-81.2358284,UTC,intermediate,advanced,PTL,South America,cabo-blanco-north-peru,TRUE,,,,,
Cabo corrientes,"Cabo corrientes, North","Argentina, North",Argentina,,North,-38.01607967,-57.52488613,UTC,intermediate,advanced,MDQ,Other,cabo-corrientes-north-argentina,TRUE,,,,,
Cabo Girão,Cabo Girão,Madeira,Madeira,,,32.65257339,-17.00580597,UTC,intermediate,advanced,FNC,Other,cabo-girao-madeira,TRUE,,,,,
Cabo Home,"Cabo Home, Galicia","Spain, Galicia",Spain,,Galicia,42.25319732,-8.871985674,Europe/Madrid,intermediate,advanced,VGO,Europe,cabo-home-galicia-spain,TRUE,Cangas,0,3305,Cangas,7.3
Cabo Ledo,Cabo Ledo,Angola,Angola,,,-9.676568588,13.19895744,UTC,beginner,intermediate,NBJ,Other,cabo-ledo-angola,TRUE,,,,,
cabo mondego,"cabo mondego, North Beira","Portugal, North Beira",Portugal,,North Beira,40.1780208,-8.90381813,Europe/Lisbon,beginner,intermediate,VSE,Europe,cabo-mondego-north-beira-portugal,TRUE,Figueira da Foz,0,4783,Figueira da Foz,4.7
Cabo Pasado,Cabo Pasado,Ecuador,Ecuador,,,-0.360966083,-80.48468328,UTC,intermediate,advanced,BHA,Other,cabo-pasado-ecuador,TRUE,,,,,
Cabo Raso,"Cabo Raso, Central Lisboa","Portugal, Central Lisboa",Portugal,,Central Lisboa,38.70759976,-9.490385056,Europe/Lisbon,intermediate,advanced,CAT,Europe,cabo-raso-central-lisboa-portugal,TRUE,,,,,
Cabo Raso,"Cabo Raso, South","Argentina, South",Argentina,,South,-44.3415296,-65.24780273,UTC,intermediate,advanced,REL,Other,cabo-raso-south-argentina,TRUE,,,,,
Cabopino,"Cabopino, Mediterranean","Spain, Mediterranean",Spain,,Mediterranean,36.48352017,-4.741888046,Europe/Madrid,beginner,intermediate,AGP,Europe,cabopino-mediterranean-spain,TRUE,,,,,
Cabrera,"Cabrera, Mediterranean","Spain, Mediterranean",Spain,,Mediterranean,41.50690613,2.405147552,Europe/Madrid,beginner,intermediate,BCN,Europe,cabrera-mediterranean-spain,TRUE,,,,,
cabrillo beach,"cabrillo beach, California, LA County","USA, California, LA County",USA,California,LA County,33.7084772,-118.2827353,America/Los_Angeles,beginner,intermediate,SPQ,North America,cabrillo-beach-california-la-county-usa,TRUE,Los Angeles,0,17234,Los Angeles,78.5
Cabrillo Point,"Cabrillo Point, California, LA County","USA, California, LA County",USA,California,LA County,33.70422403,-118.2907015,America/Los_Angeles,intermediate,advanced,SPQ,North America,cabrillo-point-california-la-county-usa,TRUE,Los Angeles,0,17234,Los Angeles,78.5
Cachagua,"Cachagua, Central Santiago","Chile, Central Santiago",Chile,,Central Santiago,-32.58839099,-71.44824922,UTC,intermediate,advanced,KNA,South America,cachagua-central-santiago-chile,TRUE,,,,,
Cachera,Cachera,Reunion,Reunion,,,-21.04875812,55.21828294,UTC,beginner,intermediate,RUN,Other,cachera-reunion,TRUE,,,,,
Cachorro,"Cachorro, Fernando do Noronha","Brazil, Fernando do Noronha",Brazil,,Fernando do Noronha,-3.838906114,-32.41112709,America/Sao_Paulo,intermediate,advanced,FEN,South America,cachorro-fernando-do-noronha-brazil,TRUE,,,,,
Cacimba do Padre,"Cacimba do Padre, Fernando do Noronha","Brazil, Fernando do Noronha",Brazil,,Fernando do Noronha,-3.848947123,-32.43953705,America/Sao_Paulo,intermediate,advanced,FEN,South America,cacimba-do-padre-fernando-do-noronha-brazil,TRUE,,,,,
Cacimbinhas,"Cacimbinhas, Rio Grande Do Norte","Brazil, Rio Grande Do Norte",Brazil,,Rio Grande Do Norte,-6.21153011,-35.07750034,America/Sao_Paulo,beginner,intermediate,NAT,South America,cacimbinhas-rio-grande-do-norte-brazil,TRUE,,,,,
